Report Date,County,Place of Fatality,Deaths by County of Residence
01/25/2022,Fulton,90,148
01/25/2022,Genesee,152,175
01/25/2022,Greene,33,111
01/25/2022,Hamilton,0,4
01/25/2022,Herkimer,63,176
01/25/2022,Jefferson,109,123
01/25/2022,Kings,7657,8456
01/25/2022,Lewis,16,45
01/25/2022,Livingston,72,102
01/25/2022,Madison,112,120
01/25/2022,Manhattan,5672,3476
01/25/2022,Monroe,1693,1450
01/25/2022,Montgomery,162,183
01/25/2022,Nassau,4468,3666
01/25/2022,Niagara,337,520
01/25/2022,Non-NYS,0,426
01/25/2022,Oneida,772,742
01/25/2022,Onondaga,1156,958
01/25/2022,Ontario,215,164
01/25/2022,Orange,966,895
01/25/2022,Orleans,53,107
01/25/2022,Oswego,99,160
01/25/2022,Otsego,122,79
01/25/2022,Putnam,103,116
01/25/2022,Queens,6430,7904
01/25/2022,Rensselaer,197,233
01/25/2022,Richmond,1302,1325
01/25/2022,Rockland,827,864
01/25/2022,Saratoga,213,297
01/25/2022,Schenectady,268,284
01/25/2022,Schoharie,10,33
01/25/2022,Schuyler,5,23
01/25/2022,Seneca,37,88
01/25/2022,St. Lawrence,154,165
01/25/2022,Statewide Total,52305,52305
01/25/2022,Steuben,182,230
01/25/2022,Suffolk,4164,4158
01/25/2022,Sullivan,91,116
01/25/2022,Tioga,40,79
01/25/2022,Tompkins,80,75
01/25/2022,Ulster,191,334
01/25/2022,Warren,185,115
01/25/2022,Washington,39,105
01/25/2022,Wayne,88,152
01/25/2022,Westchester,2813,2580
01/25/2022,Wyoming,66,80
01/25/2022,Yates,24,36
01/26/2021,Albany,435,282
01/26/2021,Allegany,54,76
01/26/2021,Bronx,3414,3745
01/26/2021,Broome,307,283
01/26/2021,Cattaraugus,64,65
01/26/2021,Cayuga,68,78
01/26/2021,Chautauqua,85,85
01/26/2021,Chemung,136,114
01/26/2021,Chenango,39,51
01/26/2021,Clinton,23,20
01/26/2021,Columbia,81,79
01/26/2021,Cortland,52,55
01/26/2021,Delaware,16,29
01/26/2021,Dutchess,373,345
01/26/2021,Erie,1552,1433
01/26/2021,Essex,16,21
01/26/2021,Franklin,8,9
01/26/2021,Fulton,46,61
01/26/2021,Genesee,95,106
01/26/2021,Greene,29,67
01/26/2021,Hamilton,0,1
01/26/2021,Herkimer,37,80
01/26/2021,Jefferson,31,38
01/26/2021,Kings,5255,5854
01/26/2021,Lewis,10,25
01/26/2021,Livingston,27,43
01/26/2021,Madison,72,78
01/26/2021,Manhattan,3929,2403
01/26/2021,Monroe,955,848
01/26/2021,Montgomery,74,82
01/26/2021,Nassau,3226,2648
01/26/2021,Niagara,184,269
01/26/2021,Non-NYS,0,176
01/26/2021,Oneida,399,383
01/26/2021,Onondaga,627,560
01/26/2021,Ontario,96,83
01/26/2021,Orange,610,586
01/26/2021,Orleans,46,74
01/26/2021,Oswego,62,81
01/26/2021,Otsego,41,27
01/26/2021,Putnam,74,79
01/26/2021,Queens,4631,5752
01/26/2021,Rensselaer,97,116
01/26/2021,Richmond,969,978
01/26/2021,Rockland,601,644
01/26/2021,Saratoga,80,110
01/26/2021,Schenectady,134,148
01/26/2021,Schoharie,2,8
01/26/2021,Schuyler,4,10
01/26/2021,Seneca,29,48
01/26/2021,St. Lawrence,65,65
01/26/2021,Statewide Total,34579,34579
01/26/2021,Steuben,116,133
01/26/2021,Suffolk,2776,2739
01/26/2021,Sullivan,42,53
01/26/2021,Tioga,39,54
01/26/2021,Tompkins,31,28
01/26/2021,Ulster,122,205
01/26/2021,Warren,62,47
01/26/2021,Washington,18,30
01/26/2021,Wayne,35,58
01/26/2021,Westchester,2029,1864
01/26/2021,Wyoming,33,45
01/26/2021,Yates,16,22
01/26/2022,Albany,835,477
01/26/2022,Allegany,86,142
01/26/2022,Bronx,4624,5143
01/26/2022,Broome,574,489
01/26/2022,Cattaraugus,212,205
01/26/2022,Cayuga,103,132
01/26/2022,Chautauqua,245,250
01/26/2022,Chemung,277,214
01/26/2022,Chenango,68,108
01/26/2022,Clinton,95,67
01/26/2022,Columbia,139,131
01/26/2022,Cortland,89,104
01/26/2022,Delaware,25,65
01/26/2022,Dutchess,648,598
01/26/2022,Erie,2724,2439
01/26/2022,Essex,36,52
01/26/2022,Franklin,25,39
01/26/2022,Fulton,90,148
01/26/2022,Genesee,153,176
01/26/2022,Greene,33,111
01/26/2022,Hamilton,0,4
01/26/2022,Herkimer,63,176
01/26/2022,Jefferson,110,124
01/26/2022,Kings,7676,8473
01/26/2022,Lewis,16,45
01/26/2022,Livingston,72,102
01/26/2022,Madison,112,120
01/26/2022,Manhattan,5689,3486
01/26/2022,Monroe,1701,1456
01/26/2022,Montgomery,162,183
01/26/2022,Nassau,4481,3674
01/26/2022,Niagara,341,524
01/26/2022,Non-NYS,0,429
01/26/2022,Oneida,772,742
01/26/2022,Onondaga,1158,960
01/26/2022,Ontario,216,164
01/26/2022,Orange,969,899
01/26/2022,Orleans,53,107
01/26/2022,Oswego,100,161
01/26/2022,Otsego,122,79
01/26/2022,Putnam,103,117
01/26/2022,Queens,6446,7926
01/26/2022,Rensselaer,197,234
01/26/2022,Richmond,1303,1327
01/26/2022,Rockland,831,868
01/26/2022,Saratoga,215,299
01/26/2022,Schenectady,268,285
01/26/2022,Schoharie,10,33
01/26/2022,Schuyler,5,23
01/26/2022,Seneca,37,88
01/26/2022,St. Lawrence,154,165
01/26/2022,Statewide Total,52447,52447
01/26/2022,Steuben,182,230
01/26/2022,Suffolk,4172,4166
01/26/2022,Sullivan,91,116
01/26/2022,Tioga,40,79
01/26/2022,Tompkins,80,75
01/26/2022,Ulster,193,340
01/26/2022,Warren,185,115
01/26/2022,Washington,39,105
01/26/2022,Wayne,88,153
01/26/2022,Westchester,2823,2588
01/26/2022,Wyoming,66,80
01/26/2022,Yates,25,37
01/27/2021,Albany,437,282
01/27/2021,Allegany,54,77
01/27/2021,Bronx,3420,3751
01/27/2021,Broome,313,289
01/27/2021,Cattaraugus,64,65
01/27/2021,Cayuga,69,80
01/27/2021,Chautauqua,87,88
01/27/2021,Chemung,137,115
01/27/2021,Chenango,39,51
01/27/2021,Clinton,23,20
01/27/2021,Columbia,81,79
01/27/2021,Cortland,52,56
01/27/2021,Delaware,16,29
01/27/2021,Dutchess,375,347
01/27/2021,Erie,1566,1444
01/27/2021,Essex,16,21
01/27/2021,Franklin,8,9
01/27/2021,Fulton,47,62
01/27/2021,Genesee,95,107
01/27/2021,Greene,29,67
01/27/2021,Hamilton,0,1
01/27/2021,Herkimer,41,84
01/27/2021,Jefferson,35,42
01/27/2021,Kings,5276,5877
01/27/2021,Lewis,10,25
01/27/2021,Livingston,27,44
01/27/2021,Madison,72,78
01/27/2021,Manhattan,3937,2407
01/27/2021,Monroe,967,857
01/27/2021,Montgomery,74,82
01/27/2021,Nassau,3233,2655
01/27/2021,Niagara,184,270
01/27/2021,Non-NYS,0,176
01/27/2021,Oneida,406,390
01/27/2021,Onondaga,636,566
01/27/2021,Ontario,98,85
01/27/2021,Orange,611,586
01/27/2021,Orleans,46,75
01/27/2021,Oswego,62,82
01/27/2021,Otsego,43,29
01/27/2021,Putnam,74,79
01/27/2021,Queens,4644,5767
01/27/2021,Rensselaer,97,116
01/27/2021,Richmond,972,981
01/27/2021,Rockland,603,645
01/27/2021,Saratoga,82,113
01/27/2021,Schenectady,134,148
01/27/2021,Schoharie,2,8
01/27/2021,Schuyler,4,10
01/27/2021,Seneca,30,49
01/27/2021,St. Lawrence,66,66
01/27/2021,Statewide Total,34742,34742
01/27/2021,Steuben,116,133
01/27/2021,Suffolk,2793,2756
01/27/2021,Sullivan,43,55
01/27/2021,Tioga,39,54
01/27/2021,Tompkins,31,28
01/27/2021,Ulster,123,207
01/27/2021,Warren,62,47
01/27/2021,Washington,18,30
01/27/2021,Wayne,35,58
01/27/2021,Westchester,2039,1875
01/27/2021,Wyoming,33,45
01/27/2021,Yates,16,22
01/27/2022,Albany,837,479
01/27/2022,Allegany,86,142
01/27/2022,Bronx,4637,5159
01/27/2022,Broome,577,490
01/27/2022,Cattaraugus,212,205
01/27/2022,Cayuga,103,132
01/27/2022,Chautauqua,245,250
01/27/2022,Chemung,279,216
01/27/2022,Chenango,69,110
01/27/2022,Clinton,95,67
01/27/2022,Columbia,139,131
01/27/2022,Cortland,89,104
01/27/2022,Delaware,25,65
01/27/2022,Dutchess,652,603
01/27/2022,Erie,2734,2449
01/27/2022,Essex,36,52
01/27/2022,Franklin,25,39
01/27/2022,Fulton,93,151
01/27/2022,Genesee,153,176
01/27/2022,Greene,33,111
01/27/2022,Hamilton,0,5
01/27/2022,Herkimer,63,176
01/27/2022,Jefferson,111,125
01/27/2022,Kings,7698,8499
01/27/2022,Lewis,16,45
01/27/2022,Livingston,72,102
01/27/2022,Madison,112,120
01/27/2022,Manhattan,5715,3500
01/27/2022,Monroe,1711,1465
01/27/2022,Montgomery,164,184
01/27/2022,Nassau,4487,3680
01/27/2022,Niagara,342,525
01/27/2022,Non-NYS,0,432
01/27/2022,Oneida,773,743
01/27/2022,Onondaga,1164,966
01/27/2022,Ontario,216,165
01/27/2022,Orange,976,904
01/27/2022,Orleans,53,107
01/27/2022,Oswego,100,161
01/27/2022,Otsego,122,79
01/27/2022,Putnam,103,117
01/27/2022,Queens,6470,7954
01/27/2022,Rensselaer,197,234
01/27/2022,Richmond,1306,1329
01/27/2022,Rockland,834,872
01/27/2022,Saratoga,215,299
01/27/2022,Schenectady,268,285
01/27/2022,Schoharie,10,33
01/27/2022,Schuyler,5,23
01/27/2022,Seneca,37,88
01/27/2022,St. Lawrence,154,165
01/27/2022,Statewide Total,52621,52621
01/27/2022,Steuben,182,230
01/27/2022,Suffolk,4185,4179
01/27/2022,Sullivan,91,117
01/27/2022,Tioga,40,79
01/27/2022,Tompkins,81,76
01/27/2022,Ulster,193,340
01/27/2022,Warren,185,115
01/27/2022,Washington,39,105
01/27/2022,Wayne,88,153
01/27/2022,Westchester,2833,2597
01/27/2022,Wyoming,66,80
01/27/2022,Yates,25,37
01/28/2021,Albany,437,282
01/28/2021,Allegany,54,78
01/28/2021,Bronx,3428,3760
01/28/2021,Broome,314,290
01/28/2021,Cattaraugus,66,67
01/28/2021,Cayuga,69,80
01/28/2021,Chautauqua,90,91
01/28/2021,Chemung,137,115
01/28/2021,Chenango,41,53
01/28/2021,Clinton,23,20
01/28/2021,Columbia,83,81
01/28/2021,Cortland,52,56
01/28/2021,Delaware,16,29
01/28/2021,Dutchess,379,352
01/28/2021,Erie,1573,1451
01/28/2021,Essex,16,21
01/28/2021,Franklin,8,9
01/28/2021,Fulton,47,63
01/28/2021,Genesee,95,107
01/28/2021,Greene,29,67
01/28/2021,Hamilton,0,1
01/28/2021,Herkimer,43,87
01/28/2021,Jefferson,35,42
01/28/2021,Kings,5294,5897
01/28/2021,Lewis,10,25
01/28/2021,Livingston,28,45
01/28/2021,Madison,72,78
01/28/2021,Manhattan,3964,2425
01/28/2021,Monroe,974,863
01/28/2021,Montgomery,74,82
01/28/2021,Nassau,3241,2663
01/28/2021,Niagara,185,271
01/28/2021,Non-NYS,0,176
01/28/2021,Oneida,412,395
01/28/2021,Onondaga,637,567
01/28/2021,Ontario,99,86
01/28/2021,Orange,611,586
01/28/2021,Orleans,46,76
01/28/2021,Oswego,62,82
01/28/2021,Otsego,43,29
01/28/2021,Putnam,75,80
01/28/2021,Queens,4654,5780
01/28/2021,Rensselaer,97,116
01/28/2021,Richmond,973,983
01/28/2021,Rockland,605,647
01/28/2021,Saratoga,85,116
01/28/2021,Schenectady,137,150
01/28/2021,Schoharie,2,8
01/28/2021,Schuyler,4,10
01/28/2021,Seneca,30,49
01/28/2021,St. Lawrence,67,67
01/28/2021,Statewide Total,34893,34893
01/28/2021,Steuben,117,134
01/28/2021,Suffolk,2806,2770
01/28/2021,Sullivan,43,55
01/28/2021,Tioga,39,54
01/28/2021,Tompkins,32,29
01/28/2021,Ulster,124,208
01/28/2021,Warren,62,47
01/28/2021,Washington,20,32
01/28/2021,Wayne,35,58
01/28/2021,Westchester,2049,1884
01/28/2021,Wyoming,33,45
01/28/2021,Yates,17,23
01/28/2022,Albany,840,480
01/28/2022,Allegany,87,143
01/28/2022,Bronx,4647,5172
01/28/2022,Broome,578,490
01/28/2022,Cattaraugus,212,205
01/28/2022,Cayuga,103,132
01/28/2022,Chautauqua,247,252
01/28/2022,Chemung,280,217
01/28/2022,Chenango,70,111
01/28/2022,Clinton,95,67
01/28/2022,Columbia,139,132
01/28/2022,Cortland,91,106
01/28/2022,Delaware,25,66
01/28/2022,Dutchess,652,603
01/28/2022,Erie,2742,2455
01/28/2022,Essex,36,52
01/28/2022,Franklin,25,39
01/28/2022,Fulton,93,152
01/28/2022,Genesee,153,176
01/28/2022,Greene,33,111
01/28/2022,Hamilton,0,5
01/28/2022,Herkimer,65,178
01/28/2022,Jefferson,111,125
01/28/2022,Kings,7717,8519
01/28/2022,Lewis,16,45
01/28/2022,Livingston,72,102
01/28/2022,Madison,112,120
01/28/2022,Manhattan,5726,3505
01/28/2022,Monroe,1715,1468
01/28/2022,Montgomery,164,184
01/28/2022,Nassau,4500,3692
01/28/2022,Niagara,344,529
01/28/2022,Non-NYS,0,433
01/28/2022,Oneida,774,744
01/28/2022,Onondaga,1167,969
01/28/2022,Ontario,217,166
01/28/2022,Orange,978,906
01/28/2022,Orleans,53,107
01/28/2022,Oswego,100,161
01/28/2022,Otsego,123,79
01/28/2022,Putnam,103,117
01/28/2022,Queens,6482,7968
01/28/2022,Rensselaer,197,234
01/28/2022,Richmond,1309,1332
01/28/2022,Rockland,836,874
01/28/2022,Saratoga,216,299
01/28/2022,Schenectady,268,285
01/28/2022,Schoharie,10,33
01/28/2022,Schuyler,5,23
01/28/2022,Seneca,37,88
01/28/2022,St. Lawrence,154,165
01/28/2022,Statewide Total,52748,52748
01/28/2022,Steuben,183,231
01/28/2022,Suffolk,4196,4190
01/28/2022,Sullivan,91,118
01/28/2022,Tioga,41,81
01/28/2022,Tompkins,81,76
01/28/2022,Ulster,193,341
01/28/2022,Warren,185,115
01/28/2022,Washington,39,106
01/28/2022,Wayne,88,154
01/28/2022,Westchester,2841,2603
01/28/2022,Wyoming,66,80
01/28/2022,Yates,25,37
01/29/2021,Albany,444,288
01/29/2021,Allegany,54,78
01/29/2021,Bronx,3441,3773
01/29/2021,Broome,315,291
01/29/2021,Cattaraugus,66,67
01/29/2021,Cayuga,70,81
01/29/2021,Chautauqua,91,92
01/29/2021,Chemung,138,115
01/29/2021,Chenango,42,54
01/29/2021,Clinton,23,20
01/29/2021,Columbia,85,83
01/29/2021,Cortland,54,57
01/29/2021,Delaware,16,29
01/29/2021,Dutchess,380,354
01/29/2021,Erie,1582,1457
01/29/2021,Essex,16,21
01/29/2021,Franklin,8,9
01/29/2021,Fulton,48,64
01/29/2021,Genesee,95,107
01/29/2021,Greene,29,67
01/29/2021,Hamilton,0,1
01/29/2021,Herkimer,44,89
01/29/2021,Jefferson,36,44
01/29/2021,Kings,5310,5911
01/29/2021,Lewis,10,25
01/29/2021,Livingston,28,46
01/29/2021,Madison,72,78
01/29/2021,Manhattan,3980,2436
01/29/2021,Monroe,980,869
01/29/2021,Montgomery,74,82
01/29/2021,Nassau,3246,2666
01/29/2021,Niagara,186,275
01/29/2021,Non-NYS,0,177
01/29/2021,Oneida,416,399
01/29/2021,Onondaga,641,570
01/29/2021,Ontario,100,86
01/29/2021,Orange,611,586
01/29/2021,Orleans,47,77
01/29/2021,Oswego,63,83
01/29/2021,Otsego,43,29
01/29/2021,Putnam,75,80
01/29/2021,Queens,4667,5800
01/29/2021,Rensselaer,97,116
01/29/2021,Richmond,974,985
01/29/2021,Rockland,606,648
01/29/2021,Saratoga,87,118
01/29/2021,Schenectady,138,150
01/29/2021,Schoharie,2,8
01/29/2021,Schuyler,4,10
01/29/2021,Seneca,30,49
01/29/2021,St. Lawrence,67,67
01/29/2021,Statewide Total,35036,35036
01/29/2021,Steuben,117,135
01/29/2021,Suffolk,2816,2781
01/29/2021,Sullivan,43,55
01/29/2021,Tioga,39,54
01/29/2021,Tompkins,33,31
01/29/2021,Ulster,125,209
01/29/2021,Warren,64,47
01/29/2021,Washington,22,36
01/29/2021,Wayne,35,58
01/29/2021,Westchester,2060,1894
01/29/2021,Wyoming,33,45
01/29/2021,Yates,18,24
01/29/2022,Albany,843,481
01/29/2022,Allegany,87,143
01/29/2022,Bronx,4655,5180
01/29/2022,Broome,578,490
01/29/2022,Cattaraugus,212,205
01/29/2022,Cayuga,103,132
01/29/2022,Chautauqua,249,254
01/29/2022,Chemung,283,219
01/29/2022,Chenango,70,111
01/29/2022,Clinton,95,67
01/29/2022,Columbia,139,132
01/29/2022,Cortland,91,106
01/29/2022,Delaware,25,66
01/29/2022,Dutchess,654,605
01/29/2022,Erie,2746,2458
01/29/2022,Essex,36,52
01/29/2022,Franklin,25,39
01/29/2022,Fulton,93,152
01/29/2022,Genesee,154,177
01/29/2022,Greene,33,112
01/29/2022,Hamilton,0,5
01/29/2022,Herkimer,65,179
01/29/2022,Jefferson,111,125
01/29/2022,Kings,7730,8534
01/29/2022,Lewis,16,45
01/29/2022,Livingston,72,102
01/29/2022,Madison,112,120
01/29/2022,Manhattan,5745,3517
01/29/2022,Monroe,1716,1469
01/29/2022,Montgomery,164,185
01/29/2022,Nassau,4510,3700
01/29/2022,Niagara,346,532
01/29/2022,Non-NYS,0,434
01/29/2022,Oneida,776,745
01/29/2022,Onondaga,1171,974
01/29/2022,Ontario,217,166
01/29/2022,Orange,983,910
01/29/2022,Orleans,53,107
01/29/2022,Oswego,101,161
01/29/2022,Otsego,123,79
01/29/2022,Putnam,103,117
01/29/2022,Queens,6494,7985
01/29/2022,Rensselaer,198,235
01/29/2022,Richmond,1318,1341
01/29/2022,Rockland,838,875
01/29/2022,Saratoga,216,299
01/29/2022,Schenectady,268,285
01/29/2022,Schoharie,10,33
01/29/2022,Schuyler,5,23
01/29/2022,Seneca,37,88
01/29/2022,St. Lawrence,155,166
01/29/2022,Statewide Total,52873,52873
01/29/2022,Steuben,183,232
01/29/2022,Suffolk,4210,4204
01/29/2022,Sullivan,91,118
01/29/2022,Tioga,41,81
01/29/2022,Tompkins,81,76
01/29/2022,Ulster,194,343
01/29/2022,Warren,185,115
01/29/2022,Washington,39,106
01/29/2022,Wayne,88,154
01/29/2022,Westchester,2846,2610
01/29/2022,Wyoming,66,80
01/29/2022,Yates,25,37
01/30/2021,Albany,446,291
01/30/2021,Allegany,54,78
01/30/2021,Bronx,3452,3784
01/30/2021,Broome,317,292
01/30/2021,Cattaraugus,66,67
01/30/2021,Cayuga,71,82
01/30/2021,Chautauqua,96,97
01/30/2021,Chemung,140,116
01/30/2021,Chenango,43,55
01/30/2021,Clinton,23,20
01/30/2021,Columbia,85,83
01/30/2021,Cortland,54,57
01/30/2021,Delaware,16,29
01/30/2021,Dutchess,384,357
01/30/2021,Erie,1586,1461
01/30/2021,Essex,16,22
01/30/2021,Franklin,9,9
01/30/2021,Fulton,48,64
01/30/2021,Genesee,96,107
01/30/2021,Greene,29,67
01/30/2021,Hamilton,0,1
01/30/2021,Herkimer,44,90
01/30/2021,Jefferson,37,45
01/30/2021,Kings,5325,5925
01/30/2021,Lewis,10,25
01/30/2021,Livingston,28,46
01/30/2021,Madison,72,79
01/30/2021,Manhattan,3992,2443
01/30/2021,Monroe,985,873
01/30/2021,Montgomery,75,83
01/30/2021,Nassau,3259,2677
01/30/2021,Niagara,187,276
01/30/2021,Non-NYS,0,180
01/30/2021,Oneida,424,405
01/30/2021,Onondaga,643,572
01/30/2021,Ontario,100,87
01/30/2021,Orange,612,587
01/30/2021,Orleans,47,78
01/30/2021,Oswego,63,83
01/30/2021,Otsego,43,29
01/30/2021,Putnam,75,81
01/30/2021,Queens,4682,5818
01/30/2021,Rensselaer,98,116
01/30/2021,Richmond,976,988
01/30/2021,Rockland,609,651
01/30/2021,Saratoga,89,120
01/30/2021,Schenectady,138,150
01/30/2021,Schoharie,2,8
01/30/2021,Schuyler,4,10
01/30/2021,Seneca,30,49
01/30/2021,St. Lawrence,67,67
01/30/2021,Statewide Total,35178,35178
01/30/2021,Steuben,117,136
01/30/2021,Suffolk,2829,2794
01/30/2021,Sullivan,43,55
01/30/2021,Tioga,39,55
01/30/2021,Tompkins,33,31
01/30/2021,Ulster,125,210
01/30/2021,Warren,64,47
01/30/2021,Washington,23,37
01/30/2021,Wayne,35,58
01/30/2021,Westchester,2072,1906
01/30/2021,Wyoming,33,45
01/30/2021,Yates,18,24
01/30/2022,Albany,845,481
01/30/2022,Allegany,87,143
01/30/2022,Bronx,4659,5183
01/30/2022,Broome,579,491
01/30/2022,Cattaraugus,212,205
01/30/2022,Cayuga,103,132
01/30/2022,Chautauqua,250,255
01/30/2022,Chemung,283,219
01/30/2022,Chenango,71,112
01/30/2022,Clinton,95,67
01/30/2022,Columbia,139,132
01/30/2022,Cortland,91,106
01/30/2022,Delaware,25,66
01/30/2022,Dutchess,655,606
01/30/2022,Erie,2752,2464
01/30/2022,Essex,36,52
01/30/2022,Franklin,25,39
01/30/2022,Fulton,93,152
01/30/2022,Genesee,154,177
01/30/2022,Greene,33,112
01/30/2022,Hamilton,0,5
01/30/2022,Herkimer,65,179
01/30/2022,Jefferson,111,125
01/30/2022,Kings,7748,8555
01/30/2022,Lewis,16,45
01/30/2022,Livingston,72,102
01/30/2022,Madison,112,120
01/30/2022,Manhattan,5756,3525
01/30/2022,Monroe,1717,1470
01/30/2022,Montgomery,165,186
01/30/2022,Nassau,4520,3710
01/30/2022,Niagara,346,532
01/30/2022,Non-NYS,0,434
01/30/2022,Oneida,777,746
01/30/2022,Onondaga,1171,974
01/30/2022,Ontario,217,166
01/30/2022,Orange,985,913
01/30/2022,Orleans,53,107
01/30/2022,Oswego,101,161
01/30/2022,Otsego,123,79
01/30/2022,Putnam,103,117
01/30/2022,Queens,6502,7993
01/30/2022,Rensselaer,198,236
01/30/2022,Richmond,1321,1344
01/30/2022,Rockland,840,877
01/30/2022,Saratoga,218,301
01/30/2022,Schenectady,268,286
01/30/2022,Schoharie,10,33
01/30/2022,Schuyler,5,23
01/30/2022,Seneca,37,88
01/30/2022,St. Lawrence,155,166
01/30/2022,Statewide Total,52961,52961
01/30/2022,Steuben,183,232
01/30/2022,Suffolk,4214,4208
01/30/2022,Sullivan,91,118
01/30/2022,Tioga,41,81
01/30/2022,Tompkins,82,77
01/30/2022,Ulster,194,344
01/30/2022,Warren,185,115
01/30/2022,Washington,39,106
01/30/2022,Wayne,89,155
01/30/2022,Westchester,2853,2616
01/30/2022,Wyoming,66,80
01/30/2022,Yates,25,37
01/31/2021,Albany,450,295
01/31/2021,Allegany,54,79
01/31/2021,Bronx,3464,3796
01/31/2021,Broome,318,292
01/31/2021,Cattaraugus,67,68
01/31/2021,Cayuga,72,83
01/31/2021,Chautauqua,97,98
01/31/2021,Chemung,141,117
01/31/2021,Chenango,43,56
01/31/2021,Clinton,23,20
01/31/2021,Columbia,87,85
01/31/2021,Cortland,54,57
01/31/2021,Delaware,17,29
01/31/2021,Dutchess,386,359
01/31/2021,Erie,1592,1467
01/31/2021,Essex,16,22
01/31/2021,Franklin,9,9
01/31/2021,Fulton,48,64
01/31/2021,Genesee,96,107
01/31/2021,Greene,29,67
01/31/2021,Hamilton,0,1
01/31/2021,Herkimer,45,92
01/31/2021,Jefferson,38,46
01/31/2021,Kings,5343,5943
01/31/2021,Lewis,10,25
01/31/2021,Livingston,29,48
01/31/2021,Madison,72,79
01/31/2021,Manhattan,4003,2448
01/31/2021,Monroe,992,878
01/31/2021,Montgomery,76,84
01/31/2021,Nassau,3271,2687
01/31/2021,Niagara,188,277
01/31/2021,Non-NYS,0,180
01/31/2021,Oneida,432,413
01/31/2021,Onondaga,647,574
01/31/2021,Ontario,100,87
01/31/2021,Orange,614,591
01/31/2021,Orleans,47,78
01/31/2021,Oswego,63,84
01/31/2021,Otsego,45,32
01/31/2021,Putnam,75,81
01/31/2021,Queens,4692,5834
01/31/2021,Rensselaer,99,118
01/31/2021,Richmond,978,990
01/31/2021,Rockland,611,652
01/31/2021,Saratoga,90,120
01/31/2021,Schenectady,139,151
01/31/2021,Schoharie,2,8
01/31/2021,Schuyler,4,10
01/31/2021,Seneca,30,49
01/31/2021,St. Lawrence,67,67
01/31/2021,Statewide Total,35319,35319
01/31/2021,Steuben,117,136
01/31/2021,Suffolk,2839,2804
01/31/2021,Sullivan,43,55
01/31/2021,Tioga,39,55
01/31/2021,Tompkins,33,31
01/31/2021,Ulster,126,211
01/31/2021,Warren,65,48
01/31/2021,Washington,23,37
01/31/2021,Wayne,35,58
01/31/2021,Westchester,2082,1917
01/31/2021,Wyoming,34,46
01/31/2021,Yates,18,24
01/31/2022,Albany,846,481
01/31/2022,Allegany,87,144
01/31/2022,Bronx,4668,5193
01/31/2022,Broome,580,492
01/31/2022,Cattaraugus,213,205
01/31/2022,Cayuga,103,132
01/31/2022,Chautauqua,250,255
01/31/2022,Chemung,283,219
01/31/2022,Chenango,72,113
01/31/2022,Clinton,96,67
01/31/2022,Columbia,139,132
01/31/2022,Cortland,91,106
01/31/2022,Delaware,25,66
01/31/2022,Dutchess,659,611
01/31/2022,Erie,2759,2471
01/31/2022,Essex,36,52
01/31/2022,Franklin,25,40
01/31/2022,Fulton,95,154
01/31/2022,Genesee,154,177
01/31/2022,Greene,33,112
01/31/2022,Hamilton,0,5
01/31/2022,Herkimer,65,179
01/31/2022,Jefferson,111,125
01/31/2022,Kings,7767,8573
01/31/2022,Lewis,16,45
01/31/2022,Livingston,72,102
01/31/2022,Madison,112,120
01/31/2022,Manhattan,5768,3534
01/31/2022,Monroe,1723,1476
01/31/2022,Montgomery,165,187
01/31/2022,Nassau,4527,3715
01/31/2022,Niagara,349,535
01/31/2022,Non-NYS,0,436
01/31/2022,Oneida,779,750
01/31/2022,Onondaga,1173,975
01/31/2022,Ontario,217,166
01/31/2022,Orange,986,915
01/31/2022,Orleans,53,107
01/31/2022,Oswego,101,161
01/31/2022,Otsego,125,81
01/31/2022,Putnam,104,117
01/31/2022,Queens,6515,8009
01/31/2022,Rensselaer,198,236
01/31/2022,Richmond,1327,1351
01/31/2022,Rockland,842,879
01/31/2022,Saratoga,220,304
01/31/2022,Schenectady,270,286
01/31/2022,Schoharie,10,33
01/31/2022,Schuyler,5,23
01/31/2022,Seneca,37,88
01/31/2022,St. Lawrence,155,166
01/31/2022,Statewide Total,53088,53088
01/31/2022,Steuben,183,232
01/31/2022,Suffolk,4225,4218
01/31/2022,Sullivan,91,118
01/31/2022,Tioga,41,81
01/31/2022,Tompkins,82,77
01/31/2022,Ulster,194,344
01/31/2022,Warren,186,116
01/31/2022,Washington,39,106
01/31/2022,Wayne,90,156
01/31/2022,Westchester,2860,2622
01/31/2022,Wyoming,66,80
01/31/2022,Yates,25,37
02/01/2021,Albany,454,298
02/01/2021,Allegany,54,79
02/01/2021,Bronx,3469,3801
02/01/2021,Broome,321,295
02/01/2021,Cattaraugus,67,68
02/01/2021,Cayuga,72,83
02/01/2021,Chautauqua,100,101
02/01/2021,Chemung,142,118
02/01/2021,Chenango,44,57
02/01/2021,Clinton,24,21
02/01/2021,Columbia,88,86
02/01/2021,Cortland,55,59
02/01/2021,Delaware,17,29
02/01/2021,Dutchess,391,365
02/01/2021,Erie,1599,1473
02/01/2021,Essex,16,22
02/01/2021,Franklin,9,9
02/01/2021,Fulton,48,65
02/01/2021,Genesee,96,107
02/01/2021,Greene,29,67
02/01/2021,Hamilton,0,1
02/01/2021,Herkimer,45,92
02/01/2021,Jefferson,40,48
02/01/2021,Kings,5359,5964
02/01/2021,Lewis,10,25
02/01/2021,Livingston,29,48
